index,w_star,w_hat
281,0.0,-3.0313149895323064
282,0.0,-0.6639787367544286
283,0.0,-2.9749863426290353
284,0.0,-2.0228457480182924
285,0.0,0.6707569820766265
286,0.0,-0.3945505235184418
287,0.0,3.1318316647906697
288,0.0,0.925951330441706
289,0.0,-2.2156368564680653
290,0.0,-0.48207223208335204
291,0.0,1.7237980108009154
292,0.0,0.6279626256421292
293,0.0,-1.1719323889790136
294,0.0,0.9750841743283505
295,0.0,1.3385084377215217
296,0.0,3.6151092415211914
297,0.0,-1.2042857056582674
298,0.0,2.2412849485807578
299,0.0,2.3681302465267557
300,0.0,3.4261106942229205
301,0.0,1.2401007740190395
302,0.0,-1.0810648219466896
303,0.0,3.771351486968386
304,0.0,0.3916613882823638
305,0.0,1.0338711153766784
306,0.0,-1.1121889760357693
307,0.0,-2.698183800895065
308,0.0,1.9793001504691874
309,0.0,-0.3925863192872929
310,0.0,-1.3077775385027206
311,0.0,-4.321731903016462
312,0.0,-1.0419481960747907
313,0.0,1.4041289787903937
314,0.0,2.702100514485219
315,0.0,-2.407870387060262
316,0.0,-4.672577579753884
317,0.0,-3.4695216113856397
318,0.0,1.0491180435216503
319,0.0,-1.3117018792729647
320,0.0,-3.3932429868699434
321,0.0,-0.5337132005503779
322,0.0,1.3428638958420025
323,0.0,-1.1035843081157741
324,0.0,-1.79267446150058
325,0.0,-0.9305195325952285
326,0.0,1.3009211159284109
327,0.0,0.7829178338906195
328,0.0,-1.376928613517429
329,0.0,-2.892509571330358
330,0.0,2.142601125027764
331,0.0,3.08311940180489
332,0.0,-1.5012240323734953
333,0.0,1.9636052192298497
334,0.0,2.126023313213711
335,0.0,1.4882529918834886
336,0.0,-0.1562478951551415
337,0.0,-1.7655363029714946
338,0.0,-0.1093425622689601
339,0.0,2.5559664748117727
340,0.0,1.5883173915293973
341,0.0,-0.18921309008056622
342,0.0,2.109200018150073
343,0.0,-1.5060607933348105
344,0.0,-4.117719631915907
345,0.0,0.870290338439396
346,0.0,1.1927317695376431
347,0.0,-1.2266581355602137
348,0.0,-2.4655728816677382
349,0.0,2.8769083178224455
350,0.0,3.3083937242018955
351,0.0,-0.3055557416887406
352,0.0,0.6103315390166858
353,0.0,-3.0574633332313175
354,0.0,-2.0365900964359387
355,0.0,-2.861588991620517
356,0.0,-0.886075994682635
357,0.0,0.8610970265460575
358,0.0,-2.2041061564659716
359,0.0,1.9920433278059269
360,0.0,-0.6155539201951413
361,0.0,0.8768865689492451
362,0.0,1.8203248557403198
363,0.0,0.22417020711711153
364,0.0,0.7249466989571716
365,0.0,1.6764643697594006
366,0.0,-1.8467516276619882
367,0.0,3.6184644841162514
368,0.0,-0.6196643035130058
369,0.0,1.53211572854656
370,0.0,-0.11648470142468807
371,0.0,1.3339115219504165
372,0.0,-3.0341826815754307
373,0.0,0.11722271030694009
374,0.0,0.7894313455597737
375,0.0,-3.5795579631923764
376,0.0,0.8208624673979263
377,0.0,-0.4592124471041052
378,0.0,-3.399838442681168
379,0.0,-0.666657608864437
380,0.0,0.4739086048592578
381,0.0,-0.15784744915861607
382,0.0,0.763480921264316
383,0.0,-1.0397486716256992
384,0.0,0.3901223044013464
385,0.0,3.9075093586707204
386,0.0,-3.1934749488463945
387,0.0,1.548902536681302
388,0.0,4.0409818792114685
389,0.0,-2.5201674681758677
390,0.0,-3.223085109382043
391,0.0,1.2190401460931721
392,0.0,1.3806273443303008
393,0.0,-1.2196122796310316
394,0.0,-1.6835793046161782
395,0.0,-0.21886672240892352
396,0.0,-0.22424862968782847
397,0.0,0.269501795926
398,0.0,0.8601330588626201
399,0.0,-2.195541125546748
400,0.0,2.0978755255316166
401,0.0,0.4430054067207798
402,0.0,0.30209140400032647
403,0.0,2.9299302078885012
404,0.0,0.5346892733204888
405,0.0,2.5650551966343227
406,0.0,-0.6786901424376967
407,0.0,-2.0104074720361362
408,0.0,-0.7911589817705348
409,0.0,-2.522360842909167
410,0.0,-2.1812328001629995
411,0.0,2.212603039333917
412,0.0,-0.299882846946601
413,0.0,-2.3756190897635148
414,0.0,-1.7376889026903302
415,0.0,0.08500675435852181
416,0.0,3.4030917365378484
417,0.0,1.6088297277385275
418,0.0,2.2396265346238136
419,0.0,-2.5825469221842434
420,0.0,1.6194019109713051
421,0.0,-0.40421155432242406
422,0.0,1.0744474905921182
423,0.0,1.50321597564782
424,0.0,5.212780575251103
425,0.0,3.764829364167949
426,0.0,-1.2087641650955376
427,0.0,1.822686569804671
428,0.0,0.726062408152501
429,0.0,-2.0518603039137404
430,0.0,-0.11577661004335427
431,0.0,1.1529787112491465
432,0.0,-5.280932278115254
433,0.0,1.6068823472317106
434,0.0,-1.5272427071712638
435,0.0,-1.1470233576843738
436,0.0,0.3555363011816102
437,0.0,2.654603629262136
438,0.0,-0.8166630210472761
439,0.0,-2.4136870821753083
440,0.0,2.9262903977502566
441,0.0,-1.714402575157515
442,0.0,-3.293898748599777
443,0.0,2.0818326392720983
444,0.0,-0.852321106499033
445,0.0,1.3297139497634065
446,0.0,-6.269135016820992
447,0.0,-1.1860580744984621
448,0.0,1.6907659003456752
449,0.0,-3.046506202502736
450,0.0,1.554074956421547
451,0.0,-1.2334790362832702
452,0.0,0.6143159152206767
453,0.0,-2.5532145415038316
454,0.0,-0.7863458799936918
455,0.0,-1.621611907531834
456,0.0,2.279071574174244
457,0.0,0.0005480846398697518
458,0.0,-1.8082183056534022
459,0.0,3.3082082010359093
460,0.0,1.2063741659677012
461,0.0,-1.235006405167254
462,0.0,-1.9873465632635687
463,0.0,2.8364758834290873
464,0.0,-1.5965584857793067
465,0.0,0.7696147913036904
466,0.0,-0.6756246182943004
467,0.0,1.4643898574290755
468,0.0,-0.6973219330779579
469,0.0,1.1662927575936863
470,0.0,2.1513503866998693
471,0.0,-1.7549412597103788
472,0.0,-0.026205581050550545
473,0.0,-0.5028917099665267
474,0.0,0.5782819015260396
475,0.0,0.017592332358171273
476,0.0,-0.6294457448352496
477,0.0,2.3940545751462787
478,0.0,0.6546510072949282
479,0.0,4.517617716660236
480,0.0,3.054896828166658
481,0.0,-5.137640430094556
482,0.0,-1.4053961511530495
483,0.0,1.1326284548260246
484,0.0,0.6121164805867391
485,0.0,2.476022886540118
486,0.0,2.1398236096374346
487,0.0,-0.7092259855180443
488,0.0,-1.9746768514276096
489,0.0,3.6612444297267612
490,0.0,-1.5876240886011437
491,0.0,-3.080865371014085
492,0.0,-3.2617145101975447
493,0.0,-0.07268579893231786
494,0.0,2.746439177567965
495,0.0,-3.093310562052068
496,0.0,-2.7275777587766
497,0.0,2.213125356548759
498,0.0,0.2639629197409533
499,0.0,0.02181067289706006
500,0.0,-2.447199580584343
501,0.0,0.04396253664107434
502,0.0,0.9981328089615772
503,0.0,-4.2186375330385335
504,0.0,0.6236046878987239
505,0.0,-0.043425525049540094
506,0.0,-0.37899233866778653
507,0.0,-1.152369547354515
508,0.0,3.1132993545378707
509,0.0,2.2311285862135004
510,0.0,0.5762989929959129
511,0.0,2.083386317405238
512,0.0,1.4867333503845865
513,0.0,-0.7110596103288764
514,0.0,1.917741321879554
515,0.0,0.49102088195563903
516,0.0,0.7252403057326616
517,0.0,1.6410047085971615
518,0.0,1.2705752455245984
519,0.0,0.23219997782302296
520,0.0,-2.1668619016346375
521,0.0,-0.31748543198629847
522,0.0,-0.02836510772480923
523,0.0,-1.9492850555061705
524,0.0,-2.0647253350396113
525,0.0,-1.9254119254582343
526,0.0,0.788692361672455
527,0.0,3.2228085246824563
528,0.0,-2.6417748595538137
529,0.0,5.176974968873843
530,0.0,0.28208612916061226
531,0.0,1.0816839750541065
532,0.0,2.503087313849422
533,0.0,-1.0442307558319524
534,0.0,1.2792850214161013
535,0.0,-0.2954045825734779
536,0.0,1.7943798029252376
537,0.0,0.21964634104399788
538,0.0,1.1951403557387477
539,0.0,-1.412337804462739
540,0.0,1.596338580633655
541,0.0,2.618781701374317
542,0.0,-2.5603052361486416
543,0.0,1.3720628618031478
544,0.0,0.4153966060803207
545,0.0,-0.5840332741381221
546,0.0,0.43180744464879856
547,0.0,-3.892701277232691
548,0.0,1.6860095401210602
549,0.0,4.123587086616988
550,0.0,2.9161577738640316
551,0.0,-1.8931627819162269
552,0.0,0.8883746720210499
553,0.0,1.8969184709232756
554,0.0,1.364656563227897
555,0.0,2.657924681793816
556,0.0,-1.1329981645256217
557,0.0,-2.9980648897707036
558,0.0,0.7108186962653928
559,0.0,-2.9975377888099155
560,0.0,-1.2624917437654464
561,0.0,-0.5688135541797682
562,0.0,0.8387417912995366
563,0.0,1.0459903611237888
564,0.0,-0.9973843514562046
565,0.0,0.5206678228521895
566,0.0,-1.6113607282395588
567,0.0,3.3200263231454605
568,0.0,-0.3771475763808176
569,0.0,-0.5162525606225312
570,0.0,-1.1341046604695095
571,0.0,-1.0062181887064796
572,0.0,1.0062551776016144
573,0.0,-0.38154366917577975
574,0.0,2.755191021177443
575,0.0,-0.28083460992026954
576,0.0,2.064471099887004
577,0.0,2.09732344956454
578,0.0,0.4363814128832855
579,0.0,-2.884226731970471
580,0.0,0.5640788486686974
581,0.0,-0.8784410706973601
582,0.0,-0.7676493423193448
583,0.0,-1.6149091790171297
584,0.0,0.5533958037669822
585,0.0,-2.7352666641541745
586,0.0,0.2918673391345055
587,0.0,0.4017603324055888
588,0.0,1.1553742332972674
589,0.0,1.3440235680473784
590,0.0,-1.0786452049081052
591,0.0,-1.1267647552654223
592,0.0,3.9146048723120406
593,0.0,-0.2981011831721642
594,0.0,2.552061022547305
595,0.0,3.3380127690270496
596,0.0,4.697536759340162
597,0.0,-4.135611882635575
598,0.0,-0.2835885050046601
599,0.0,1.5755257269467942
600,0.0,2.8189179832691695
601,0.0,-2.5438463577214705
602,0.0,-2.6075415938831505
603,0.0,0.8701316609933418
604,0.0,-2.048717058713006
605,0.0,-3.6384601893959974
606,0.0,1.4451820690591979
607,0.0,0.1750421474935604
608,0.0,-0.4722261423768298
609,0.0,2.975685039084246
610,0.0,-1.8140380163593097
611,0.0,0.4141567364934345
612,0.0,-0.6005710496627608
613,0.0,-0.1916374493952874
614,0.0,2.482282883338872
615,0.0,-1.1940421870428513
616,0.0,1.0711308723378954
617,0.0,1.5565187791051116
618,0.0,-0.9452023337868537
619,0.0,1.0338715634308882
620,0.0,-2.1794744552439416
621,0.0,1.9492054417750675
622,0.0,0.9025830396676799
623,0.0,-1.2895066461042963
624,0.0,3.4473828620404543
625,0.0,-0.13083065729537494
626,0.0,1.3285608947469754
627,0.0,-1.3029759364243028
628,0.0,3.580612264767764
629,0.0,-3.659847347488857
630,0.0,-1.5031158251788659
631,0.0,0.28235258982098177
632,0.0,-2.7444467602235894
633,0.0,-2.222685694839569
634,0.0,-1.7193810259176872
635,0.0,-0.06104805563462778
636,0.0,3.081884785300813
637,0.0,-1.7704346670279663
638,0.0,0.8048084804927611
639,0.0,1.473489738712387
640,0.0,-1.2492056854892055
641,0.0,3.4432347674292467
642,0.0,1.2744273324675166
643,0.0,-2.4336258228872025
644,0.0,0.5738376691369059
645,0.0,-4.1032344523095015
646,0.0,1.466857310594243
647,0.0,-0.9474666606306331
648,0.0,-1.54630735628754
649,0.0,-1.6705507876967634
650,0.0,-0.8999018044062442
651,0.0,-0.400987660517766
652,0.0,-0.7644516653781729
653,0.0,0.04436694739659073
654,0.0,-1.4117917289979744
655,0.0,-0.3663665644588006
656,0.0,5.662729597867696
657,0.0,-1.3828663257042706
658,0.0,-3.6775696397398967
659,0.0,2.1473083902117014
660,0.0,-1.9896144483401645
661,0.0,-1.592307281882502
662,0.0,-1.100196308867031
663,0.0,-2.0393766255178
664,0.0,-1.4970039257736467
665,0.0,-1.9151351233084382
666,0.0,-1.987787053622288
667,0.0,-0.7669359594169252
668,0.0,3.56275782371259
669,0.0,-0.4935633162371658
670,0.0,-3.136398604890468
671,0.0,-0.8397226602502508
672,0.0,1.8738084622975264
673,0.0,0.3930039158337157
674,0.0,0.6200972865750692
675,0.0,-1.5161420364661495
676,0.0,-2.3105880686562896
677,0.0,0.6429513513853181
678,0.0,-0.4948982592857333
679,0.0,1.263700986065997
680,0.0,-2.266513598743307
681,0.0,0.7849718616504516
682,0.0,-1.0379538309673295
683,0.0,2.204075785050898
684,0.0,-0.22128095496061717
685,0.0,-1.1440086933219673
686,0.0,2.2773320302825737
687,0.0,0.2645856949238766
688,0.0,0.7930131115753014
689,0.0,1.408050984100336
690,0.0,-0.32770209567210057
691,0.0,-3.6867790230269306
692,0.0,0.31153817424169505
693,0.0,-0.13732950255939994
694,0.0,1.6198182627462785
695,0.0,-1.2971529490745086
696,0.0,-0.10471551922365574
697,0.0,2.8365981806457854
698,0.0,-0.08864147552311992
699,0.0,-1.5131081130341493
700,0.0,-0.5290191539483833
701,0.0,0.014928630393230644
702,0.0,-2.9831888318806805
703,0.0,-0.9461570735846604
704,0.0,-2.8671320587509572
705,0.0,-0.9425424747457338
706,0.0,-0.04174790955679736
707,0.0,-1.6691645977269285
708,0.0,-0.9771984724328188
709,0.0,-1.4049532251896248
710,0.0,-1.3683305007663118
711,0.0,0.535001114861184
712,0.0,3.3300444247107115
713,0.0,3.1003401707978835
714,0.0,-0.20743650074638373
715,0.0,0.7750507592271787
716,0.0,0.5514727106004307
717,0.0,3.2428879419123984
718,0.0,0.339640584020522
719,0.0,-0.7082735291622535
720,0.0,0.11453364606234971
721,0.0,0.3375624758610974
722,0.0,-0.8025271052613321
723,0.0,1.94084788281855
724,0.0,-1.1976282954246986
725,0.0,0.9584349069951639
726,0.0,0.1693148474065416
727,0.0,-0.7928208383984824
728,0.0,3.945432247386907
729,0.0,0.8495100491090803
730,0.0,-1.2058160038935881
731,0.0,1.1390281155004747
732,0.0,-0.936644733011583
733,0.0,-3.6219149782872786
734,0.0,-0.8306022487331611
735,0.0,2.6588198245936145
736,0.0,1.5763619202781736
737,0.0,-0.7144354274254321
738,0.0,3.929337439924138
739,0.0,0.5261495555090048
740,0.0,2.016043482322771
741,0.0,1.293974248180712
742,0.0,-3.7748326217991726
743,0.0,2.5171772282675065
744,0.0,-0.2880954544555126
745,0.0,-2.230605982924594
746,0.0,0.6302988589133092
747,0.0,4.290184999235807
748,0.0,-2.5978038098032155
749,0.0,0.30866996217450987
750,0.0,-0.36507105043863675
751,0.0,-0.6446809387828836
752,0.0,-1.7769366465293375
753,0.0,0.7122438489805003
754,0.0,-1.2965997462972665
755,0.0,0.09831339377743883
756,0.0,-2.2287339371597388
757,0.0,1.188246229105738
758,0.0,-1.2446081404792062
759,0.0,0.567650713221174
760,0.0,0.5390666942060658
761,0.0,-1.3367407809164835
762,0.0,-2.978774802965328
763,0.0,-0.5801515103823216
764,0.0,-0.6937697263109224
765,0.0,2.031472986671307
766,0.0,-1.5833192275053534
767,0.0,-0.201172605053438
768,0.0,-3.1814353194368112
769,0.0,0.8972943143379094
770,0.0,-0.5139387614135593
771,0.0,0.09506928920609288
772,0.0,2.158640247316151
773,0.0,-0.6569817489001679
774,0.0,2.9590352666979025
775,0.0,-1.4010551134862135
776,0.0,-2.9301857475227764
777,0.0,3.1844639030442896
778,0.0,-2.179152206563926
779,0.0,-0.8246111524390431
780,0.0,1.8232502762422709
781,0.0,0.5956083244833463
782,0.0,0.18956609773917035
783,0.0,-0.28977487741469593
784,0.0,0.41498222926092826
785,0.0,2.7203782028381975
786,0.0,-1.1849011104408325
787,0.0,-0.7501427915414496
788,0.0,-2.419274265291671
789,0.0,-1.1556572410469084
790,0.0,-0.8315876860221662
791,0.0,-1.567043141825741
792,0.0,-2.1339669996084987
793,0.0,1.1310203649804866
794,0.0,-0.14573258899585165
795,0.0,2.785545015632447
796,0.0,0.9766643014386247
797,0.0,0.2570143188050606
798,0.0,0.5392962405401807
799,0.0,-0.7611715532569105
800,0.0,3.4095809013179044
