true_prob,pred_prob
0.97531337,0.9999993033697528
0.9321669,0.9999872543805741
0.9999225,0.999932012033559
1.0,1.0
0.99822944,0.9999966827312818
0.9361732,0.9935219859222553
0.99998534,0.9999999995892925
0.23194374,0.1628824516194361
0.99999976,0.9999998570386401
0.999998,0.9999999990080448
0.99973947,0.9999999576202263
4.912593e-09,1.7676251193759293e-14
6.6791226e-06,6.629922559341507e-08
0.43052742,0.003489858453651806
0.8175506,0.9950822374420798
0.9999963,0.9999999998144864
2.0173604e-07,1.2837847482624125e-11
0.99999404,0.9999999923186899
8.634623e-09,1.5594372524581532e-16
1.0,0.9999999999710554
1.7826673e-07,9.33127290932486e-12
1.7040687e-10,2.1432774333160923e-17
0.8293884,0.999909260776445
0.11416226,0.006337463191272325
0.99619305,0.987460216537382
0.9999999,1.0
0.086641386,0.00048601597146507566
0.00026329455,2.6169452402986524e-09
0.99976045,0.9999999927481089
0.03932169,0.0012590341387570575
0.98719436,0.9999895258970417
0.38782915,0.015174796595535537
9.040385e-12,1.068168674345587e-18
0.99847716,0.9999998170722807
1.2129331e-05,1.6432751714593423e-10
0.07673024,5.279923706630016e-05
0.4517844,0.11775549111865409
0.0012171379,0.00753188231316192
1.0,1.0
0.81130093,0.9942977118766838
1.0,0.9999999999999962
2.9153416e-10,5.529855993268795e-21
2.9738973e-07,3.529067006105043e-13
0.9872088,0.9933942057213542
0.08423547,0.19400930802249947
7.445072e-05,2.383035340065027e-08
7.478515e-05,5.31288521717931e-09
5.5259065e-05,2.9783008084991807e-08
0.0033067819,2.7135074107508772e-05
3.2508092e-06,2.646910422655954e-07
0.6414194,0.9850848861088791
0.29371917,0.004335555050558114
0.9999759,0.9999999999060716
0.9999987,0.9999973751856323
2.1340881e-07,1.9921983541675468e-11
0.9979115,0.9990284254819624
0.11906401,0.0022346829509238813
1.5776638e-07,9.47404222330128e-11
4.225405e-10,1.3234114679475138e-17
1.0,1.0
0.0031959068,1.3529649140858866e-07
0.0151981665,0.001726837547975988
0.22484474,0.0007245551520499104
0.08346725,0.001021585756118114
8.1795434e-07,2.1451480332509976e-13
0.0345144,0.20137072525218616
0.9153753,0.9750658123109474
0.94010544,0.9981196668180351
2.6179307e-05,6.253944538907773e-06
0.39203325,0.0776992738278282
0.0016372256,2.2261394331747474e-05
1.0,0.9999999999999065
0.9453682,0.999587695561863
0.9948626,0.9999782110170518
1.8338424e-14,6.253434216191092e-23
0.17198646,0.0015016543319119745
0.9911561,0.9999995988871725
0.3105,0.2253453793369132
0.9999982,0.9999997386656584
0.002398257,0.0016625922142951151
0.99984026,0.9999999550305454
0.99999475,0.999999232486954
0.061540868,0.01068140210573838
0.21100953,0.011648991395699576
0.9421053,0.9995109561336389
9.778986e-06,2.3913584852692614e-08
0.02664751,0.005084585622057729
5.802606e-07,1.4391153593014432e-10
8.2749054e-08,2.4788887622145834e-12
0.83193296,0.9015496764289114
0.9999999,0.9999999999459701
0.99513924,0.9999891306356761
0.9947149,0.9999550132275429
0.00016392875,3.550587987120533e-10
0.8614543,0.9782646182740735
1.4509083e-06,2.4689479279212624e-10
0.99999666,0.9999999999425646
1.990211e-06,4.4939775749120196e-10
0.9636191,0.9999130901049464
0.005241956,0.026650094198962283
