x,k
-3.8977955911823647,0.2712748458290326
-3.877755511022044,0.28241174439953126
-3.8577154308617234,0.29414280363196577
-3.837675350701403,0.30648188836436113
-3.817635270541082,0.3194413117467672
-3.7975951903807617,0.3330315235112543
-3.777555110220441,0.34726077866415633
-3.7575150300601203,0.36213478858388654
-3.7374749498997994,0.3776563571580497
-3.717434869739479,0.39382500529172687
-3.6973947895791586,0.4106365878539549
-3.6773547094188377,0.42808290788768777
-3.657314629258517,0.4461513336727647
-3.6372745490981964,0.4648244249811956
-3.617234468937876,0.4840795755759061
-3.597194388777555,0.5038886796518077
-3.5771543086172346,0.5242178304731759
-3.557114228456914,0.545027059893901
-3.5370741482965933,0.566270127726678
-3.5170340681362724,0.5878943700235134
-3.496993987975952,0.6098406152147116
-3.4769539078156315,0.6320431767014916
-3.4569138276553106,0.6544299298878504
-3.4368737474949898,0.6769224807556272
-3.4168336673346693,0.69943643192568
-3.396793587174349,0.7218817507092362
-3.376753507014028,0.744163241948288
-3.3567134268537075,0.7661811264943843
-3.336673346693387,0.7878317240144282
-3.3166332665330662,0.8090082364842037
-3.2965931863727453,0.829601626289856
-3.276553106212425,0.8495015803682161
-3.2565130260521045,0.8685975493502673
-3.2364729458917836,0.886779848305195
-3.2164328657314627,0.9039408034952644
-3.1963927855711423,0.9199759276240941
-3.176352705410822,0.9347851044690961
-3.156312625250501,0.9482737626027719
-3.1362725450901805,0.9603540171868276
-3.11623246492986,0.9709457586143686
-3.096192384769539,0.979977667109644
-3.0761523046092183,0.9873881332850388
-3.056112224448898,0.9931260660951274
-3.0360721442885774,0.9971515715917776
-3.0160320641282565,0.9994364883272834
-2.995991983967936,0.9999647681108524
-2.975951903807615,0.9987326940180001
-2.9559118236472948,0.995748930989786
-2.935871743486974,0.9910344079370389
-2.9158316633266534,0.9846220338757754
-2.8957915831663326,0.9765562541546241
-2.875751503006012,0.966892456187032
-2.8557114228456917,0.955696237171341
-2.835671342685371,0.9430425489827449
-2.8156312625250504,0.92901473767922
-2.7955911823647295,0.9137034968224333
-2.775551102204409,0.8972057550368023
-2.755511022044088,0.8796235188973176
-2.7354709418837677,0.8610626923511883
-2.715430861723447,0.8416318934602148
-2.6953907815631264,0.8214412883375356
-2.6753507014028055,0.8006014607962036
-2.655310621242485,0.7792223344921265
-2.6352705410821646,0.7574121623029325
-2.6152304609218437,0.7352765954156413
-2.5951903807615233,0.7129178421797686
-2.5751503006012024,0.6904339242978034
-2.555110220440882,0.6679180354470174
-2.535070140280561,0.6454580050239358
-2.5150300601202407,0.6231358674357919
-2.49498997995992,0.6010275352823611
-2.4749498997995993,0.5792025729164372
-2.4549098196392785,0.5577240652704897
-2.434869739478958,0.5366485755085699
-2.4148296593186376,0.5160261840135261
-2.3947895791583167,0.49590060044810624
-2.3747494989979963,0.4763093401241428
-2.3547094188376754,0.45728395565947366
-2.334669338677355,0.43885031487490245
-2.314629258517034,0.42102891605660486
-2.2945891783567136,0.4038352320538005
-2.2745490981963927,0.38728007516673807
-2.2545090180360723,0.3713699753757603
-2.2344689378757514,0.35610756513884656
-2.214428857715431,0.34149196471508064
-2.1943887775551105,0.3275191627296893
-2.1743486973947896,0.3141823874604157
-2.154308617234469,0.3014724650758976
-2.1342685370741483,0.289378161778539
-2.114228456913828,0.27788650748454014
-2.094188376753507,0.26698309930273156
-2.0741482965931866,0.2566523836450872
-2.0541082164328657,0.2468779163112053
-2.0340681362725452,0.23764260033500093
-2.0140280561122244,0.2289289017644653
-1.993987975951904,0.22071904386650934
-1.9739478957915835,0.21299518051162333
-1.9539078156312626,0.2057395497013771
-1.9338677354709422,0.1989346083602978
-1.9138276553106213,0.19256314962746154
-1.8937875751503008,0.1866084039574414
-1.87374749498998,0.18105412538030882
-1.8537074148296595,0.17588466428129626
-1.8336673346693386,0.17108502804729359
-1.8136272545090182,0.1666409308941012
-1.7935871743486977,0.16253883413936354
-1.7735470941883769,0.15876597812503782
-1.7535070140280564,0.1553104069233266
-1.7334669338677355,0.1521609868839975
-1.713426853707415,0.1493074200012733
-1.6933867735470942,0.14674025299693322
-1.6733466933867738,0.14445088293448746
-1.653306613226453,0.14243156009846938
-1.6332665330661325,0.1406753887939401
-1.6132264529058116,0.13917632664483184
-1.5931863727454911,0.1379291828961492
-1.5731462925851707,0.13692961615446161
-1.5531062124248498,0.1361741319335573
-1.5330661322645294,0.13566008030740864
-1.5130260521042085,0.13538565391045684
-1.492985971943888,0.1353498864652614
-1.4729458917835672,0.13555265195932995
-1.4529058116232467,0.13599466453592135
-1.4328657314629258,0.1366774791072554
-1.4128256513026054,0.13760349264228622
-1.3927855711422845,0.13877594602443508
-1.372745490981964,0.1401989263168627
-1.3527054108216436,0.14187736921347394
-1.3326653306613228,0.14381706139240039
-1.3126252505010023,0.14602464242479524
-1.2925851703406814,0.14850760582508965
-1.272545090180361,0.1512742987591849
-1.25250501002004,0.1543339198543503
-1.2324649298597197,0.15769651447895275
-1.2124248496993988,0.1613729667818895
-1.1923847695390783,0.1653749877012533
-1.1723446893787575,0.16971509807016014
-1.152304609218437,0.17440660586590764
-1.1322645290581166,0.17946357656816683
-1.1122244488977957,0.18490079551455568
-1.0921843687374753,0.19073372106992292
-1.0721442885771544,0.19697842736162813
-1.052104208416834,0.20365153528011357
-1.032064128256513,0.21077013040568654
-1.0120240480961926,0.2183516665025887
-0.9919839679358722,0.2264138532245502
-0.9719438877755513,0.2349745267068046
-0.9519038076152304,0.2440515017830327
-0.9318637274549104,0.25366240466710044
-0.9118236472945895,0.2638244850840087
-0.8917835671342687,0.2745544070273181
-0.8717434869739478,0.28586801756625996
-0.8517034068136278,0.29778009342897516
-0.8316633266533069,0.31030406545227984
-0.811623246492986,0.32345172141517275
-0.7915831663326651,0.33723288826379244
-0.7715430861723451,0.35165509528850414
-0.7515030060120242,0.3667232204260384
-0.7314629258517034,0.38243912252526285
-0.7114228456913834,0.39880126312569564
-0.6913827655310625,0.4158043220415477
-0.6713426853707416,0.4334388118060934
-0.6513026052104207,0.45169069679336343
-0.6312625250501007,0.4705410235751381
-0.6112224448897798,0.489965569766703
-0.591182364729459,0.5099345192378162
-0.5711422845691381,0.5304121720869114
-0.5511022044088181,0.5513566981664061
-0.5310621242484972,0.572719943174652
-0.5110220440881763,0.5944472963657617
-0.4909819639278563,0.616477628744793
-0.47094188376753543,0.638743310188406
-0.45090180360721455,0.6611703132411708
-0.43086172344689366,0.6836784103726203
-0.41082164328657367,0.7061814702351358
-0.3907815631262528,0.7285878569423623
-0.3707414829659319,0.7508009346065156
-0.350701402805611,0.7727196773561053
-0.330661322645291,0.7942393828395702
-0.31062124248497014,0.8152524848525037
-0.29058116232464926,0.8356494582638729
-0.27054108216432926,0.8553198069263649
-0.2505010020040084,0.8741531228110058
-0.2304609218436875,0.8920402022848053
-0.2104208416833666,0.9088742033325659
-0.19038076152304662,0.9245518256892586
-0.17034068136272573,0.9389744943723976
-0.15030060120240485,0.9520495260516006
-0.13026052104208397,0.9636912571212118
-0.11022044088176397,0.9738221122935355
-0.09018036072144309,0.9823735930307477
-0.0701402805611222,0.9892871661902598
-0.05010020040080221,0.9945150348592788
-0.030060120240481325,0.9980207754677174
-0.010020040080160442,0.9997798278436517
0.010020040080160442,0.9997798278436517
0.030060120240480437,0.9980207754677175
0.05010020040080132,0.994515034859279
0.0701402805611222,0.9892871661902598
0.09018036072144309,0.9823735930307477
0.11022044088176308,0.973822112293536
0.13026052104208397,0.9636912571212118
0.15030060120240485,0.9520495260516006
0.17034068136272484,0.9389744943723982
0.19038076152304573,0.9245518256892593
0.2104208416833666,0.9088742033325659
0.2304609218436875,0.8920402022848053
0.2505010020040075,0.8741531228110065
0.2705410821643284,0.8553198069263658
0.29058116232464926,0.8356494582638729
0.31062124248497014,0.8152524848525037
0.33066132264529013,0.7942393828395711
0.350701402805611,0.7727196773561053
0.3707414829659319,0.7508009346065156
0.3907815631262519,0.7285878569423632
0.4108216432865728,0.7061814702351367
0.43086172344689366,0.6836784103726203
0.45090180360721455,0.6611703132411708
0.47094188376753454,0.638743310188407
0.4909819639278554,0.6164776287447941
0.5110220440881763,0.5944472963657617
0.5310621242484972,0.572719943174652
0.5511022044088172,0.5513566981664069
0.5711422845691381,0.5304121720869114
0.591182364729459,0.5099345192378162
0.611222444889779,0.48996556976670397
0.6312625250500998,0.470541023575139
0.6513026052104207,0.45169069679336343
0.6713426853707416,0.4334388118060934
0.6913827655310616,0.4158043220415486
0.7114228456913825,0.39880126312569636
0.7314629258517034,0.38243912252526285
0.7515030060120242,0.3667232204260384
0.7715430861723442,0.35165509528850475
0.7915831663326651,0.33723288826379244
0.811623246492986,0.32345172141517275
0.831663326653306,0.31030406545228034
0.8517034068136269,0.29778009342897566
0.8717434869739478,0.28586801756625996
0.8917835671342687,0.2745544070273181
0.9118236472945886,0.263824485084009
0.9318637274549095,0.2536624046671008
0.9519038076152304,0.2440515017830327
0.9719438877755513,0.2349745267068046
0.9919839679358713,0.22641385322455057
1.0120240480961922,0.21835166650258886
1.032064128256513,0.21077013040568654
1.052104208416833,0.2036515352801138
1.072144288577154,0.19697842736162827
1.0921843687374748,0.19073372106992315
1.1122244488977957,0.18490079551455568
1.1322645290581157,0.1794635765681671
1.1523046092184366,0.1744066058659078
1.1723446893787575,0.16971509807016014
1.1923847695390783,0.1653749877012533
1.2124248496993983,0.16137296678188962
1.2324649298597192,0.15769651447895283
1.25250501002004,0.1543339198543503
1.27254509018036,0.15127429875918505
1.292585170340681,0.14850760582508973
1.3126252505010019,0.1460246424247953
1.3326653306613228,0.14381706139240039
1.3527054108216428,0.14187736921347402
1.3727454909819636,0.1401989263168627
1.3927855711422845,0.13877594602443508
1.4128256513026045,0.13760349264228627
1.4328657314629254,0.13667747910725545
1.4529058116232463,0.1359946645359214
1.4729458917835672,0.13555265195932995
1.4929859719438872,0.1353498864652614
1.513026052104208,0.13538565391045684
1.533066132264529,0.13566008030740864
1.5531062124248498,0.1361741319335573
1.5731462925851698,0.13692961615446161
1.5931863727454907,0.13792918289614914
1.6132264529058116,0.13917632664483184
1.6332665330661316,0.14067538879393998
1.6533066132264524,0.14243156009846933
1.6733466933867733,0.14445088293448738
1.6933867735470942,0.14674025299693322
1.7134268537074142,0.1493074200012732
1.733466933867735,0.15216098688399746
1.753507014028056,0.15531040692332654
1.7735470941883769,0.15876597812503782
1.7935871743486969,0.1625388341393634
1.8136272545090177,0.16664093089410106
1.8336673346693386,0.17108502804729359
1.8537074148296586,0.17588466428129607
1.8737474949899795,0.18105412538030874
1.8937875751503004,0.18660840395744133
1.9138276553106213,0.19256314962746154
1.9338677354709413,0.19893460836029733
1.9539078156312621,0.2057395497013769
1.973947895791583,0.2129951805116232
1.993987975951904,0.22071904386650934
2.014028056112224,0.2289289017644651
2.034068136272545,0.23764260033500073
2.0541082164328657,0.2468779163112053
2.0741482965931857,0.2566523836450868
2.0941883767535066,0.26698309930273134
2.1142284569138274,0.2778865074845398
2.1342685370741483,0.289378161778539
2.1543086172344683,0.3014724650758971
2.174348697394789,0.3141823874604154
2.19438877755511,0.327519162729689
2.214428857715431,0.34149196471508064
2.234468937875751,0.3561075651388462
2.254509018036072,0.37136997537575994
2.2745490981963927,0.38728007516673807
2.2945891783567127,0.4038352320537998
2.3146292585170336,0.42102891605660453
2.3346693386773545,0.43885031487490206
2.3547094188376754,0.45728395565947366
2.3747494989979954,0.4763093401241419
2.3947895791583163,0.49590060044810574
2.414829659318637,0.5160261840135256
2.434869739478958,0.5366485755085699
2.454909819639278,0.5577240652704893
2.474949899799599,0.5792025729164368
2.49498997995992,0.6010275352823611
2.5150300601202398,0.6231358674357909
2.5350701402805607,0.6454580050239354
2.5551102204408815,0.6679180354470169
2.5751503006012024,0.6904339242978034
2.5951903807615224,0.7129178421797677
2.6152304609218433,0.7352765954156403
2.635270541082164,0.7574121623029321
2.655310621242485,0.7792223344921265
2.675350701402805,0.8006014607962032
2.695390781563126,0.8214412883375352
2.715430861723447,0.8416318934602148
2.735470941883767,0.8610626923511875
2.7555110220440877,0.8796235188973173
2.7755511022044086,0.897205755036802
2.7955911823647295,0.9137034968224333
2.8156312625250495,0.9290147376792195
2.8356713426853704,0.9430425489827445
2.8557114228456912,0.9556962371713407
2.875751503006012,0.966892456187032
2.895791583166332,0.9765562541546239
2.915831663326653,0.9846220338757752
2.935871743486974,0.9910344079370389
2.955911823647294,0.9957489309897858
2.9759519038076148,0.9987326940180001
2.9959919839679356,0.9999647681108524
3.0160320641282556,0.9994364883272835
3.0360721442885765,0.9971515715917777
3.0561122244488974,0.9931260660951274
3.0761523046092183,0.9873881332850388
3.096192384769539,0.979977667109644
3.11623246492986,0.9709457586143686
3.136272545090179,0.9603540171868282
3.1563126252505,0.9482737626027724
3.176352705410821,0.9347851044690967
3.196392785571142,0.9199759276240943
3.2164328657314627,0.9039408034952644
3.2364729458917836,0.886779848305195
3.2565130260521045,0.8685975493502673
3.2765531062124253,0.8495015803682157
3.2965931863727445,0.8296016262898573
3.3166332665330653,0.8090082364842046
3.336673346693386,0.7878317240144291
3.356713426853707,0.7661811264943847
3.376753507014028,0.744163241948288
3.396793587174349,0.7218817507092362
3.4168336673346698,0.6994364319256795
3.436873747494989,0.6769224807556282
3.4569138276553097,0.6544299298878513
3.4769539078156306,0.6320431767014925
3.4969939879759515,0.6098406152147121
3.5170340681362724,0.5878943700235134
3.5370741482965933,0.566270127726678
3.557114228456914,0.545027059893901
3.5771543086172333,0.5242178304731773
3.597194388777554,0.5038886796518086
3.617234468937875,0.484079575575907
3.637274549098196,0.4648244249811963
3.657314629258517,0.4461513336727647
3.6773547094188377,0.42808290788768777
3.6973947895791586,0.4106365878539549
3.7174348697394795,0.39382500529172654
3.7374749498997986,0.3776563571580504
3.7575150300601194,0.36213478858388726
3.7775551102204403,0.34726077866415694
3.797595190380761,0.33303152351125453
3.817635270541082,0.3194413117467672
3.837675350701403,0.30648188836436113
3.857715430861724,0.2941428036319653
3.877755511022043,0.28241174439953176
3.897795591182364,0.27127484582903316
3.9178356713426847,0.26071698215835054
3.9378757515030056,0.2507220356451191
3.9579158316633265,0.24127314330805535
3.9779559118236474,0.23235292149108844
3.9979959919839683,0.2239436686210476
4.018036072144287,0.21602754681532857
4.038076152304608,0.20858674322549206
4.058116232464929,0.20160361218058456
4.07815631262525,0.19506079932502224
4.098196392785571,0.1889413490353704
4.118236472945892,0.1832287964534663
4.138276553106213,0.17790724549531214
4.158316633266534,0.1729614341909123
4.178356713426853,0.16837678868438075
4.1983967935871735,0.1641394671804868
4.218436873747494,0.1602363950671624
4.238476953907815,0.15665529237673195
4.258517034068136,0.1533846946747724
4.278557114228457,0.15041396838698975
4.298597194388778,0.14773332149348467
4.318637274549097,0.1453338104379193
4.338677354709418,0.14320734401777915
4.358717434869739,0.14134668494213828
4.37875751503006,0.13974544966580846
4.398797595190381,0.13839810703398092
4.4188376753507015,0.1372999761996611
4.438877755511022,0.13644722420743652
4.4589178356713415,0.13583686357129024
4.478957915831662,0.13546675011103823
4.498997995991983,0.13533558125118728
4.519038076152304,0.13544289492714512
4.539078156312625,0.1357890691862742
4.559118236472946,0.13637532251472334
4.579158316633267,0.13720371486473246
4.599198396793588,0.13827714930060422
4.619238476953907,0.13959937412420992
4.639278557114228,0.14117498528220132
4.6593186372745485,0.14300942879652132
4.679358717434869,0.14510900289693796
4.69939879759519,0.14748085946876893
4.719438877755511,0.15013300436050764
4.739478957915832,0.15307429602456465
4.759519038076151,0.1563144418898447
4.779559118236472,0.15986399178761712
4.799599198396793,0.16373432767254847
4.819639278557114,0.16793764879956039
4.839679358717435,0.17248695143531179
4.859719438877756,0.17739600210193843
4.8797595190380765,0.1826793032718283
4.899799599198396,0.18835205035777472
4.9198396793587165,0.19443007877526117
4.939879759519037,0.20092979979582754
4.959919839679358,0.20786812386579342
4.979959919839679,0.21526237003685117
5.0,0.22313016014842954
