x,k at 0,k at 1.5,k at -1
-3.0,0.04743128904725191,0.04743128904725191,0.0474312890472518
-2.979933110367893,0.04738580358029365,0.04738580358029365,0.04738580358029365
-2.959866220735786,0.04724124949389996,0.04724124949389996,0.04724124949389996
-2.939799331103679,0.04699859026137576,0.04699859026137576,0.04699859026137554
-2.919732441471572,0.04665941149017416,0.04665941149017416,0.04665941149017394
-2.899665551839465,0.0462259003282548,0.0462259003282548,0.046225900328254355
-2.879598662207358,0.04570081729594089,0.04570081729594089,0.045700817295940555
-2.859531772575251,0.04508746115185236,0.04508746115185236,0.045087461151851915
-2.839464882943144,0.04438962754291431,0.04438962754291431,0.04438962754291376
-2.819397993311037,0.04361156230717378,0.04361156230717378,0.04361156230717378
-2.79933110367893,0.04275791039101362,0.04275791039101362,0.042757910391012954
-2.779264214046823,0.041833661407187694,0.041833661407187694,0.04183366140718692
-2.759197324414716,0.040844092895742645,0.040844092895742645,0.04084409289574242
-2.739130434782609,0.039794712356268636,0.039794712356268636,0.039794712356268414
-2.719063545150502,0.0386911990979506,0.0386911990979506,0.03869119909795016
-2.6989966555183944,0.037539346905454574,0.037539346905454574,0.037539346905453796
-2.678929765886288,0.03634500844644728,0.03634500844644728,0.036345008446446725
-2.6588628762541804,0.0351140422538998,0.0351140422538998,0.03511404225389869
-2.638795986622074,0.033852263007160044,0.033852263007160044,0.03385226300715949
-2.6187290969899664,0.03256539571428707,0.03256539571428707,0.03256539571428685
-2.5986622073578594,0.031259034268770525,0.031259034268770525,0.03125903426877008
-2.5785953177257523,0.029938604720845308,0.029938604720845308,0.029938604720844975
-2.5585284280936453,0.02860933347140482,0.02860933347140482,0.028609333471403486
-2.5384615384615383,0.02727622046889966,0.02727622046889966,0.027276220468899104
-2.5183946488294313,0.025944017370096994,0.025944017370096994,0.025944017370097328
-2.4983277591973243,0.024617210517112298,0.024617210517112298,0.02461721051711141
-2.4782608695652173,0.023300008488105317,0.023300008488105317,0.023300008488104762
-2.4581939799331103,0.02199633389926614,0.02199633389926614,0.021996333899265363
-2.4381270903010033,0.02070981907229752,0.02070981907229752,0.02070981907229752
-2.4180602006688963,0.019443805135145487,0.019443805135145487,0.01944380513514482
-2.3979933110367893,0.01820134409414048,0.01820134409414048,0.018201344094139593
-2.3779264214046822,0.016985203402468563,0.016985203402468563,0.016985203402468507
-2.3578595317725752,0.01579787255195758,0.01579787255195758,0.015797872551957526
-2.3377926421404682,0.014641571231113204,0.014641571231113204,0.014641571231113037
-2.317725752508361,0.013518258620449697,0.013518258620449697,0.013518258620448698
-2.297658862876254,0.01242964343445474,0.01242964343445474,0.012429643434454574
-2.277591973244147,0.011377194365881915,0.011377194365881915,0.011377194365882193
-2.25752508361204,0.010362150640276402,0.010362150640276402,0.010362150640276069
-2.237458193979933,0.009385532444488087,0.009385532444488087,0.009385532444487754
-2.217391304347826,0.008448151050273633,0.008448151050273633,0.00844815105027319
-2.197324414715719,0.007550618510888951,0.007550618510888951,0.007550618510889062
-2.177257525083612,0.00669335686298278,0.00669335686298278,0.006693356862982225
-2.157190635451505,0.005876606816466956,0.005876606816466956,0.005876606816466512
-2.137123745819398,0.005100435959990324,0.005100435959990324,0.005100435959990379
-2.1170568561872907,0.004364746548045362,0.004364746548045362,0.004364746548045084
-2.096989966555184,0.0036692829668126814,0.0036692829668126814,0.003669282966812626
-2.0769230769230766,0.0030136389990545465,0.0030136389990545465,0.003013638999054158
-2.05685618729097,0.002397265023518169,0.002397265023518169,0.002397265023518058
-2.0367892976588626,0.0018194752914766632,0.0018194752914766632,0.0018194752914767465
-2.016722408026756,0.001279455422564274,0.001279455422564274,0.0012794554225642185
-1.9966555183946488,0.000776270254547462,0.000776270254547462,0.0007762702545473232
-1.9765886287625418,0.0003088721679103956,0.0003088721679103956,0.0003088721679102846
-1.9565217391304348,-0.00012389001292525958,-0.00012389001292525958,-0.0001238900129253151
-1.9364548494983278,-0.0005232614632006416,-0.0005232614632006416,-0.0005232614632007526
-1.9163879598662208,-0.00089057109402782,-0.00089057109402782,-0.0008905710940278755
-1.8963210702341138,-0.0012272205572198547,-0.0012272205572198547,-0.0012272205572196881
-1.8762541806020065,-0.0015346725237251613,-0.0015346725237251613,-0.0015346725237252168
-1.8561872909698995,-0.0018144382692569239,-0.0018144382692569239,-0.0018144382692569516
-1.8361204013377925,-0.0020680646279858106,-0.0020680646279858106,-0.002068064627985783
-1.8160535117056855,-0.002297120400247682,-0.002297120400247682,-0.002297120400247543
-1.7959866220735785,-0.0025031823224047345,-0.0025031823224047345,-0.0025031823224047345
-1.7759197324414715,-0.0026878207257689246,-0.0026878207257689246,-0.002687820725769008
-1.7558528428093645,-0.0028525850264800867,-0.0028525850264800867,-0.0028525850264801422
-1.7357859531772575,-0.0029989891992585616,-0.0029989891992585616,-0.002998989199258534
-1.7157190635451505,-0.0031284973949841366,-0.0031284973949841366,-0.0031284973949841366
-1.6956521739130435,-0.003242509865223786,-0.003242509865223786,-0.003242509865223925
-1.6755852842809364,-0.0033423493563642936,-0.0033423493563642936,-0.0033423493563643214
-1.6555183946488294,-0.003429248132239743,-0.003429248132239743,-0.003429248132239743
-1.6354515050167224,-0.003504335777473666,-0.003504335777473666,-0.0035043357774737494
-1.6153846153846154,-0.0035686279245946695,-0.0035686279245946695,-0.0035686279245947528
-1.5953177257525084,-0.003623016036784832,-0.003623016036784832,-0.003623016036784943
-1.5752508361204014,-0.003668258365278093,-0.003668258365278093,-0.0036682583652781764
-1.5551839464882944,-0.003704972186328759,-0.003704972186328759,-0.00370497218632887
-1.5351170568561872,-0.0037336274076384124,-0.0037336274076384124,-0.0037336274076385234
-1.5150501672240801,-0.0037545416184222025,-0.0037545416184222025,-0.003754541618422369
-1.4949832775919731,-0.003767876641117829,-0.003767876641117829,-0.0037678766411179676
-1.4749163879598661,-0.0037736366262256793,-0.0037736366262256793,-0.003773636626225846
-1.4548494983277591,-0.003771667715012611,-0.003771667715012611,-0.003771667715012722
-1.434782608695652,-0.003761659277863455,-0.003761659277863455,-0.003761659277863705
-1.414715719063545,-0.00374314671896403,-0.00374314671896403,-0.0037431467189642242
-1.394648829431438,-0.0037155158207753114,-0.0037155158207753114,-0.003715515820775561
-1.374581939799331,-0.003678008584472564,-0.003678008584472564,-0.003678008584472814
-1.354515050167224,-0.0036297305052614692,-0.0036297305052614692,-0.003629730505261747
-1.334448160535117,-0.0035696592043883146,-0.0035696592043883146,-0.0035696592043885367
-1.31438127090301,-0.003496654322946796,-0.003496654322946796,-0.0034966543229471014
-1.294314381270903,-0.003409468566514501,-0.003409468566514501,-0.003409468566514723
-1.274247491638796,-0.003306759774581697,-0.003306759774581697,-0.0033067597745820576
-1.254180602006689,-0.0031871038750589387,-0.0031871038750589387,-0.0031871038750591885
-1.2341137123745818,-0.0030490085723324234,-0.0030490085723324234,-0.003049008572332701
-1.2140468227424748,-0.002890927607847732,-0.002890927607847732,-0.0028909276078479262
-1.1939799331103678,-0.0027112754255435856,-0.0027112754255435856,-0.002711275425543974
-1.1739130434782608,-0.002508442071084499,-0.002508442071084499,-0.0025084420710848876
-1.1538461538461537,-0.0022808081541668135,-0.0022808081541668135,-0.0022808081541670355
-1.1337792642140467,-0.00202675970752883,-0.00202675970752883,-0.002026759707529191
-1.1137123745819397,-0.0017447027848847274,-0.0017447027848847274,-0.0017447027848850605
-1.0936454849498327,-0.0014330776529042077,-0.0014330776529042077,-0.0014330776529044853
-1.0735785953177257,-0.0010903724494714384,-0.0010903724494714384,-0.0010903724494716605
-1.0535117056856187,-0.0007151362015161977,-0.0007151362015161977,-0.0007151362015165308
-1.0334448160535117,-0.000305991120253285,-0.000305991120253285,-0.0003059911202538401
-1.0133779264214047,0.0001383558809484875,0.0001383558809484875,0.00013835588094840423
-0.9933110367892977,0.0006191024714301274,0.0006191024714301274,0.0006191024714300997
-0.9732441471571907,0.0011373409857222128,0.0011373409857222128,0.001137340985722185
-0.9531772575250836,0.0016940492680865005,0.0016940492680865005,0.0016940492680860841
-0.9331103678929766,0.002290082214335132,0.002290082214335132,0.0022900822143347987
-0.9130434782608696,0.0029261639193602917,0.0029261639193602917,0.002926163919360014
-0.8929765886287626,0.0036028803156994416,0.0036028803156994416,0.0036028803156993305
-0.8729096989966556,0.0043206721702017115,0.0043206721702017115,0.0043206721702016004
-0.8528428093645486,0.0050798282935271555,0.0050798282935271555,0.005079828293526989
-0.8327759197324416,0.005880478811744527,0.005880478811744527,0.005880478811744583
-0.8127090301003346,0.006722588351409431,0.006722588351409431,0.006722588351409264
-0.7926421404682276,0.007605948999726608,0.007605948999726608,0.007605948999726664
-0.7725752508361206,0.008530172919961165,0.008530172919961165,0.00853017291996122
-0.7525083612040131,0.009494684529096131,0.009494684529096131,0.009494684529096242
-0.7324414715719061,0.010498712179500047,0.010498712179500047,0.010498712179500103
-0.7123745819397991,0.011541279328386445,0.011541279328386445,0.0115412793283865
-0.6923076923076921,0.012621195227128734,0.012621195227128734,0.012621195227128956
-0.6722408026755851,0.013737045215771626,0.013737045215771626,0.013737045215771737
-0.652173913043478,0.014887180764801,0.014887180764801,0.014887180764801222
-0.632107023411371,0.016069709464600568,0.016069709464600568,0.01606970946460079
-0.612040133779264,0.017282485221042643,0.017282485221042643,0.01728248522104292
-0.591973244147157,0.01852309897121246,0.01852309897121246,0.01852309897121257
-0.57190635451505,0.01978887028408105,0.01978887028408105,0.019788870284081383
-0.551839464882943,0.02107684025480816,0.02107684025480816,0.021076840254808382
-0.531772575250836,0.02238376613602322,0.02238376613602322,0.022383766136023664
-0.511705685618729,0.02370611817285362,0.02370611817285362,0.023706118172854063
-0.49163879598662197,0.025040079118693326,0.025040079118693326,0.02504007911869377
-0.47157190635451496,0.02638154690421668,0.02638154690421668,0.026381546904217013
-0.45150501672240795,0.02772614091159642,0.02772614091159642,0.027726140911596864
-0.43143812709030094,0.02906921226854975,0.02906921226854975,0.029069212268550193
-0.41137123745819393,0.03040585852236366,0.03040585852236366,0.030405858522363993
-0.3913043478260869,0.03173094298270629,0.03173094298270629,0.03173094298270662
-0.3712374581939799,0.0330391189346555,0.0330391189346555,0.03303911893465594
-0.3511705685618729,0.034324858821469406,0.034324858821469406,0.03432485882146974
-0.3311036789297659,0.035582488382247646,0.035582488382247646,0.03558248838224809
-0.3110367892976589,0.03680622560553337,0.03680622560553337,0.036806225605533816
-0.29096989966555187,0.03799022422928966,0.03799022422928966,0.037990224229290104
-0.27090301003344486,0.03912862138432294,0.03912862138432294,0.03912862138432327
-0.25083612040133785,0.0402155888461716,0.0402155888461716,0.040215588846172046
-0.23076923076923084,0.041245387234103315,0.041245387234103315,0.04124538723410365
-0.21070234113712383,0.04221242237956346,0.04221242237956346,0.042212422379563685
-0.19063545150501682,0.04311130298455235,0.04311130298455235,0.04311130298455257
-0.1705685618729098,0.04393689860707661,0.04393689860707661,0.043936898607076946
-0.1505016722408028,0.04468439694965709,0.04468439694965709,0.04468439694965742
-0.1304347826086958,0.04534935939097251,0.04534935939097251,0.04534935939097262
-0.11036789297658878,0.04592777369235146,0.04592777369235146,0.04592777369235168
-0.09030100334448132,0.0464161028314205,0.0464161028314205,0.0464161028314205
-0.07023411371237431,0.046811328965196464,0.046811328965196464,0.046811328965196575
-0.0501672240802673,0.047110991603690255,0.047110991603690255,0.047110991603690366
-0.030100334448160293,0.04731321918096176,0.04731321918096176,0.04731321918096176
-0.010033444816053283,0.04741675334090012,0.04741675334090012,0.04741675334090012
0.010033444816053727,0.04742096540614149,0.04742096540614149,0.04742096540614127
0.030100334448160737,0.04732586466606281,0.04732586466606281,0.04732586466606259
0.05016722408026775,0.04713209829863518,0.04713209829863518,0.04713209829863507
0.07023411371237476,0.046840942925533646,0.046840942925533646,0.04684094292553331
0.09030100334448177,0.04645428798454354,0.04645428798454354,0.0464542879845431
0.11036789297658878,0.04597461128221736,0.04597461128221736,0.045974611282217026
0.1304347826086958,0.04540494725736921,0.04540494725736921,0.04540494725736888
