x,y,identity_sigma,uneven_sigma
0.30612244897959195,-2.877551020408163,0.0024178356927370558,0.0003843468236745483
0.4285714285714284,-2.877551020408163,0.0023114881556887783,0.0002861935119089323
0.5510204081632653,-2.877551020408163,0.0021769319647802275,0.00020888824424473054
0.6734693877551021,-2.877551020408163,0.0020196975387808207,0.00014944656700680736
0.7959183673469385,-2.877551020408163,0.001845933757895731,0.0001048034585400515
0.9183673469387754,-2.877551020408163,0.001662012110459451,7.204154435921127e-05
1.0408163265306118,-2.877551020408163,0.0014741461816072767,4.854093547620368e-05
1.1632653061224492,-2.877551020408163,0.00128805739604068,3.2059075718839394e-05
1.2857142857142856,-2.877551020408163,0.0011087105382498973,2.0754466811747994e-05
1.408163265306122,-2.877551020408163,0.0009401332900621206,1.317012485435052e-05
1.5306122448979593,-2.877551020408163,0.000785324204522311,8.191924321487692e-06
1.6530612244897958,-2.877551020408163,0.0006462444566531009,4.994588339816575e-06
1.7755102040816322,-2.877551020408163,0.000523881394134912,2.9849096793541894e-06
1.8979591836734695,-2.877551020408163,0.000418366993656063,1.7485595103640778e-06
2.020408163265306,-2.877551020408163,0.0003291320312112765,1.0040315707279806e-06
2.1428571428571423,-2.877551020408163,0.0002550769301905881,5.651087713345236e-07
2.2653061224489797,-2.877551020408163,0.0001947423961494248,3.1177009515009495e-07
2.387755102040816,-2.877551020408163,0.00014646644243889812,1.6859884330191195e-07
2.5102040816326525,-2.877551020408163,0.00010851856760140131,8.937014323177049e-08
2.63265306122449,-2.877551020408163,7.92060340676868e-05,4.643527748922379e-08
2.7551020408163263,-2.877551020408163,5.6950924675074853e-05,2.3649467384277155e-08
2.8775510204081627,-2.877551020408163,4.0339599989607586e-05,1.180626185809905e-08
3.0,-2.877551020408163,2.814820407161733e-05,5.777250336965112e-09
-3.0,-2.7551020408163267,3.9739269854790356e-05,0.0007142886168004373
-2.877551020408163,-2.7551020408163267,5.6950924675074853e-05,0.0009216641549785127
-2.7551020408163267,-2.7551020408163267,8.040257767012135e-05,0.0011657069712738555
-2.63265306122449,-2.7551020408163267,0.00011182205280078,0.001445186240236315
-2.510204081632653,-2.7551020408163267,0.0001532051079065384,0.0017562080770147333
-2.387755102040816,-2.7551020408163267,0.00020677942599611328,0.0020919237491946793
-2.2653061224489797,-2.7551020408163267,0.00027493479204074246,0.0024424937359946884
-2.142857142857143,-2.7551020408163267,0.0003601143055800248,0.002795366748084371
-2.020408163265306,-2.7551020408163267,0.0004646643378342083,0.003135897500178396
-1.8979591836734695,-2.7551020408163267,0.0005906451017953137,0.0034482810145319213
-1.7755102040816326,-2.7551020408163267,0.0007396089654765274,0.003716731352067052
-1.653061224489796,-2.7551020408163267,0.0009123595519543347,0.003926787674861865
-1.5306122448979593,-2.7551020408163267,0.0011087105382498953,0.004066599428051281
-1.4081632653061225,-2.7551020408163267,0.0013272679996988493,0.004128032418436101
-1.2857142857142858,-2.7551020408163267,0.0015652631748108191,0.004107452324475292
-1.163265306122449,-2.7551020408163267,0.0018184627452424943,0.0040060806776542075
-1.0408163265306123,-2.7551020408163267,0.0020811804819679375,0.003829874819429429
-0.9183673469387754,-2.7551020408163267,0.002346407166561478,0.003588948240978687
-0.795918367346939,-2.7551020408163267,0.002606065365749315,0.0032966097516552153
-0.6734693877551021,-2.7551020408163267,0.0028513828205330113,0.0029681484003821856
-0.5510204081632653,-2.7551020408163267,0.0030733643462230965,0.0026195181426118593
-0.4285714285714288,-2.7551020408163267,0.003263329033403239,0.002266078438319069
-0.30612244897959195,-2.7551020408163267,0.0034134691085000793,0.0019215256861530388
-0.18367346938775508,-2.7551020408163267,0.0035173807701420435,0.0015971112839395962
-0.06122448979591866,-2.7551020408163267,0.0035705168664935403,0.0013011935140512182
0.06122448979591821,-2.7551020408163267,0.0035705168664935403,0.0010391214972184848
0.18367346938775508,-2.7551020408163267,0.0035173807701420435,0.0008134081082503738
0.30612244897959195,-2.7551020408163267,0.0034134691085000793,0.0006241204212016039
0.4285714285714284,-2.7551020408163267,0.003263329033403239,0.00046940316825887826
0.5510204081632653,-2.7551020408163267,0.0030733643462230965,0.00034605200367098166
0.6734693877551021,-2.7551020408163267,0.0028513828205330113,0.0002500658851289976
0.7959183673469385,-2.7551020408163267,0.0026060653657493174,0.00017712719915794175
0.9183673469387754,-2.7551020408163267,0.002346407166561478,0.00012297980240241212
1.0408163265306118,-2.7551020408163267,0.0020811804819679375,8.36951042068651e-05
1.1632653061224492,-2.7551020408163267,0.0018184627452424943,5.583211063872595e-05
1.2857142857142856,-2.7551020408163267,0.0015652631748108191,3.65078086355704e-05
1.408163265306122,-2.7551020408163267,0.0013272679996988504,2.3399426473190466e-05
1.5306122448979593,-2.7551020408163267,0.0011087105382498953,1.4700848036448444e-05
1.6530612244897958,-2.7551020408163267,0.0009123595519543356,9.053099459961525e-06
1.7755102040816322,-2.7551020408163267,0.0007396089654765274,5.464745272685303e-06
1.8979591836734695,-2.7551020408163267,0.0005906451017953137,3.2334063167064745e-06
2.020408163265306,-2.7551020408163267,0.0004646643378342083,1.8752897063090686e-06
2.1428571428571423,-2.7551020408163267,0.0003601143055800251,1.0660907741825657e-06
2.2653061224489797,-2.7551020408163267,0.00027493479204074246,5.940701461770636e-07
2.387755102040816,-2.7551020408163267,0.00020677942599611328,3.2448826817282355e-07
2.5102040816326525,-2.7551020408163267,0.00015320510790653867,1.7373127174978868e-07
2.63265306122449,-2.7551020408163267,0.00011182205280078,9.117478040688214e-08
2.7551020408163263,-2.7551020408163267,8.040257767012135e-05,4.6901764443557666e-08
2.8775510204081627,-2.7551020408163267,5.6950924675074853e-05,2.3649467384277155e-08
3.0,-2.7551020408163267,3.9739269854790356e-05,1.1688836272908401e-08
-3.0,-2.63265306122449,5.526846104609603e-05,0.0008680123040332072
-2.877551020408163,-2.63265306122449,7.92060340676868e-05,0.0011312692585869256
-2.7551020408163267,-2.63265306122449,0.00011182205280078,0.001445186240236315
-2.63265306122449,-2.63265306122449,0.00015551953500648954,0.0018096699639312472
-2.510204081632653,-2.63265306122449,0.00021307413471198324,0.002221225581276133
-2.387755102040816,-2.63265306122449,0.00028758406212696564,0.0026724136583858335
-2.2653061224489797,-2.63265306122449,0.0003823729751362954,0.0031516096886852656
-2.142857142857143,-2.63265306122449,0.0005008386802983077,0.0036431654872751376
-2.020408163265306,-2.63265306122449,0.0006462444566531009,0.004128032418436101
-1.8979591836734695,-2.63265306122449,0.000821455600969142,0.0045848488990688765
-1.7755102040816326,-2.63265306122449,0.0010286311109174878,0.004991426535459472
-1.653061224489796,-2.63265306122449,0.001268888646959963,0.005326501670577212
-1.5306122448979593,-2.63265306122449,0.001541969075389892,0.005571564718966757
-1.4081632653061225,-2.63265306122449,0.0018459337578957296,0.005712550070081223
-1.2857142857142858,-2.63265306122449,0.0021769319647802253,0.005741172390661193
-1.163265306122449,-2.63265306122449,0.0025290760944138603,0.005655732802857112
-1.0408163265306123,-2.63265306122449,0.0028944578704602148,0.005461285837344878
-0.9183673469387754,-2.63265306122449,0.003263329033403239,0.00516914434263969
-0.795918367346939,-2.63265306122449,0.003624455675124428,0.004795789797448341
-0.6734693877551021,-2.63265306122449,0.0039656375398940385,0.004361334002020353
-0.5510204081632653,-2.63265306122449,0.004274364332066757,0.0038877316767668185
-0.4285714285714288,-2.63265306122449,0.004538562842807234,0.0033969640206382235
-0.30612244897959195,-2.63265306122449,0.004747374200496216,0.002909399359028038
-0.18367346938775508,-2.63265306122449,0.004891892145709589,0.0024424937359946884
-0.06122448979591866,-2.63265306122449,0.004965792604426505,0.002009931730369386
0.06122448979591821,-2.63265306122449,0.004965792604426505,0.0016212384014208392
0.18367346938775508,-2.63265306122449,0.004891892145709589,0.001281829274497164
0.30612244897959195,-2.63265306122449,0.004747374200496216,0.0009934161532800777
0.4285714285714284,-2.63265306122449,0.004538562842807234,0.0007546576470172314
0.5510204081632653,-2.63265306122449,0.004274364332066757,0.0005619354941558598
0.6734693877551021,-2.63265306122449,0.0039656375398940385,0.0004101480776767708
0.7959183673469385,-2.63265306122449,0.003624455675124431,0.0002934354797937894
0.9183673469387754,-2.63265306122449,0.003263329033403239,0.0002057795890309592
1.0408163265306118,-2.63265306122449,0.0028944578704602148,0.00014145219631018892
1.1632653061224492,-2.63265306122449,0.0025290760944138603,9.53091996449162e-05
1.2857142857142856,-2.63265306122449,0.0021769319647802253,6.294738282529136e-05
1.408163265306122,-2.63265306122449,0.001845933757895731,4.0750999161407075e-05
1.5306122448979593,-2.63265306122449,0.001541969075389892,2.5859288593791525e-05
1.6530612244897958,-2.63265306122449,0.001268888646959964,1.608468693429843e-05
1.7755102040816322,-2.63265306122449,0.0010286311109174878,9.806778805429415e-06
1.8979591836734695,-2.63265306122449,0.000821455600969142,5.86081314174666e-06
2.020408163265306,-2.63265306122449,0.0006462444566531009,3.43326320000582e-06
2.1428571428571423,-2.63265306122449,0.0005008386802983081,1.9713968114855255e-06
2.2653061224489797,-2.63265306122449,0.0003823729751362954,1.109580278579904e-06
2.387755102040816,-2.63265306122449,0.00028758406212696564,6.121546268209437e-07
2.5102040816326525,-2.63265306122449,0.00021307413471198362,3.310406084786217e-07
2.63265306122449,-2.63265306122449,0.00015551953500648954,1.7547656920924538e-07
2.7551020408163263,-2.63265306122449,0.00011182205280078,9.117478040688246e-08
2.8775510204081627,-2.63265306122449,7.92060340676868e-05,4.643527748922379e-08
3.0,-2.63265306122449,5.526846104609603e-05,2.318136965129868e-08
-3.0,-2.510204081632653,7.572218830109326e-05,0.0010339410102741633
-2.877551020408163,-2.510204081632653,0.00010851856760140131,0.0013610591573606954
-2.7551020408163267,-2.510204081632653,0.0001532051079065384,0.0017562080770147333
-2.63265306122449,-2.510204081632653,0.00021307413471198324,0.0022212255812761373
-2.510204081632653,-2.510204081632653,0.00029192851484134073,0.0027537663629250532
-2.387755102040816,-2.510204081632653,0.00039401304274799684,0.003346410721423459
-2.2653061224489797,-2.510204081632653,0.0005238813941349115,0.003986108567844097
-2.142857142857143,-2.510204081632653,0.0006861888342863202,0.004654110940564644
-2.020408163265306,-2.510204081632653,0.0008854063150846572,0.0053265016705772205
-1.8979591836734695,-2.510204081632653,0.0011254595210402887,0.005975374531769666
-1.7755102040816326,-2.510204081632653,0.0014093064507132433,0.0065706135329508435
-1.653061224489796,-2.510204081632653,0.0017384783878473635,0.007082138960634987
-1.5306122448979593,-2.510204081632653,0.002112620298650123,0.007482396048564019
-1.4081632653061225,-2.510204081632653,0.0025290760944138625,0.007748803859789529
-1.2857142857142858,-2.510204081632653,0.0029825699691234846,0.007865862891895975
-1.163265306122449,-2.510204081632653,0.003465035440181257,0.007826648035763769
-1.0408163265306123,-2.510204081632653,0.003965637539894043,0.007633486889194455
-0.9183673469387754,-2.510204081632653,0.004471020377239899,0.007297731017860964
-0.795918367346939,-2.510204081632653,0.004965792604426509,0.006838651427147603
-0.6734693877551021,-2.510204081632653,0.005433238900560125,0.006281607721586393
-0.5510204081632653,-2.510204081632653,0.005856219165398645,0.005655732802857112
-0.4285714285714288,-2.510204081632653,0.006218192142400355,0.004991426535459481
-0.30612244897959195,-2.510204081632653,0.006504280313611502,0.004317955987577345
-0.18367346938775508,-2.510204081632653,0.006702281395118137,0.0036614193054865176
-0.06122448979591866,-2.510204081632653,0.006803530902424524,0.0030432557473296564
0.06122448979591821,-2.510204081632653,0.006803530902424524,0.002479391811857117
0.18367346938775508,-2.510204081632653,0.006702281395118137,0.0019800201153068507
0.30612244897959195,-2.510204081632653,0.006504280313611502,0.0015499288779999097
0.4285714285714284,-2.510204081632653,0.006218192142400355,0.0011892459078759008
0.5510204081632653,-2.510204081632653,0.005856219165398645,0.0008944360383547393
0.6734693877551021,-2.510204081632653,0.005433238900560125,0.0006593934684682174
0.7959183673469385,-2.510204081632653,0.004965792604426509,0.00047649431181320513
0.9183673469387754,-2.510204081632653,0.004471020377239899,0.00033751146351940615
1.0408163265306118,-2.510204081632653,0.003965637539894043,0.00023433494849740366
1.1632653061224492,-2.510204081632653,0.0034650354401812534,0.00015947893516387546
1.2857142857142856,-2.510204081632653,0.0029825699691234846,0.00010638669533892947
1.408163265306122,-2.510204081632653,0.0025290760944138625,6.956471948438933e-05
1.5306122448979593,-2.510204081632653,0.002112620298650123,4.45870239693629e-05
1.6530612244897958,-2.510204081632653,0.0017384783878473635,2.8012099549622654e-05
1.7755102040816322,-2.510204081632653,0.0014093064507132446,1.7250455393887858e-05
1.8979591836734695,-2.510204081632653,0.0011254595210402887,1.0412935921264915e-05
2.020408163265306,-2.510204081632653,0.0008854063150846572,6.161175151487557e-06
2.1428571428571423,-2.510204081632653,0.0006861888342863202,3.573317798216156e-06
2.2653061224489797,-2.510204081632653,0.0005238813941349115,2.0314094004165377e-06
2.387755102040816,-2.510204081632653,0.00039401304274799684,1.1319858577485954e-06
2.5102040816326525,-2.510204081632653,0.00029192851484134176,6.183043079015298e-07
2.63265306122449,-2.510204081632653,0.00021307413471198324,3.310406084786217e-07
2.7551020408163263,-2.510204081632653,0.00015320510790653867,1.7373127174978868e-07
2.8775510204081627,-2.510204081632653,0.00010851856760140131,8.937014323177049e-08
3.0,-2.510204081632653,7.572218830109326e-05,4.506347069376098e-08
-3.0,-2.387755102040816,0.00010220149214360127,0.001207211516172545
-2.877551020408163,-2.387755102040816,0.00014646644243889812,0.0016051134949679475
-2.7551020408163267,-2.387755102040816,0.00020677942599611328,0.0020919237491946793
-2.63265306122449,-2.387755102040816,0.00028758406212696564,0.0026724136583858335
-2.510204081632653,-2.387755102040816,0.00039401304274799684,0.003346410721423459
-2.387755102040816,-2.387755102040816,0.0005317955251473429,0.0041074523244753
-2.2653061224489797,-2.387755102040816,0.0007070775605950763,0.004941781593740713
-2.142857142857143,-2.387755102040816,0.0009261423148190734,0.0058279026906362
-2.020408163265306,-2.387755102040816,0.0011950241875631738,0.006736879259493877
-1.8979591836734695,-2.387755102040816,0.0015190216365667253,0.007633486889194455
-1.7755102040816326,-2.387755102040816,0.001902127043367773,0.008478224105914133
-1.653061224489796,-2.387755102040816,0.0023464071665614803,0.009230060511792718
-1.5306122448979593,-2.387755102040816,0.002851382820533014,0.009849675716216269
-1.4081632653061225,-2.387755102040816,0.0034134691085000854,0.010302842110586867
-1.2857142857142858,-2.387755102040816,0.004025545327018953,0.010563549808640372
-1.163265306122449,-2.387755102040816,0.00467672422393361,0.010616477713932445
-1.0408163265306123,-2.387755102040816,0.00535238195000764,0.0104584842906231
-0.9183673469387754,-2.387755102040816,0.006034492190603634,0.010098916290320522
-0.795918367346939,-2.387755102040816,0.006702281395118137,0.009558693238858485
-0.6734693877551021,-2.387755102040816,0.00733318905948585,0.008868292404550355
-0.5510204081632653,-2.387755102040816,0.007904081359136528,0.008064904184166527
-0.4285714285714288,-2.387755102040816,0.008392632722947322,0.007189126870895216
-0.30612244897959195,-2.387755102040816,0.00877876311138977,0.006281607721586393
-0.18367346938775508,-2.387755102040816,0.009046003221984034,0.005380011494915797
-0.06122448979591866,-2.387755102040816,0.009182658685299116,0.0045166176087635
0.06122448979591821,-2.387755102040816,0.009182658685299116,0.0037167313520670557
0.18367346938775508,-2.387755102040816,0.009046003221984034,0.002997966301387016
0.30612244897959195,-2.387755102040816,0.00877876311138977,0.0023703367535002854
0.4285714285714284,-2.387755102040816,0.008392632722947322,0.0018370081464743851
0.5510204081632653,-2.387755102040816,0.007904081359136528,0.001395500003490475
0.6734693877551021,-2.387755102040816,0.00733318905948585,0.0010391214972184867
0.7959183673469385,-2.387755102040816,0.006702281395118137,0.000758438804790217
0.9183673469387754,-2.387755102040816,0.006034492190603634,0.0005426158665389009
1.0408163265306118,-2.387755102040816,0.005352381950007645,0.0003805240937344078
1.1632653061224492,-2.387755102040816,0.00467672422393361,0.00026157098019851744
1.2857142857142856,-2.387755102040816,0.004025545327018956,0.00017624414058858465
1.408163265306122,-2.387755102040816,0.0034134691085000854,0.00011640122285861467
1.5306122448979593,-2.387755102040816,0.002851382820533014,7.535605011988346e-05
1.6530612244897958,-2.387755102040816,0.0023464071665614803,4.781855383766279e-05
1.7755102040816322,-2.387755102040816,0.0019021270433677746,2.974352775947445e-05
1.8979591836734695,-2.387755102040816,0.0015190216365667253,1.8134527505681767e-05
2.020408163265306,-2.387755102040816,0.0011950241875631738,1.0837715342964984e-05
2.1428571428571423,-2.387755102040816,0.0009261423148190751,6.348731542744788e-06
2.2653061224489797,-2.387755102040816,0.0007070775605950763,3.6454732396640523e-06
2.387755102040816,-2.387755102040816,0.0005317955251473429,2.051816858613066e-06
2.5102040816326525,-2.387755102040816,0.00039401304274799717,1.1319858577485994e-06
2.63265306122449,-2.387755102040816,0.00028758406212696564,6.121546268209437e-07
2.7551020408163263,-2.387755102040816,0.00020677942599611401,3.2448826817282355e-07
2.8775510204081627,-2.387755102040816,0.00014646644243889812,1.6859884330191285e-07
3.0,-2.387755102040816,0.00010220149214360127,8.586732030665175e-08
-3.0,-2.2653061224489797,0.00013588753258886934,0.0013816203007943307
-2.877551020408163,-2.2653061224489797,0.0001947423961494248,0.0018554626573908768
-2.7551020408163267,-2.2653061224489797,0.00027493479204074246,0.0024424937359946884
-2.63265306122449,-2.2653061224489797,0.0003823729751362954,0.0031516096886852656
-2.510204081632653,-2.2653061224489797,0.0005238813941349115,0.003986108567844097
-2.387755102040816,-2.2653061224489797,0.0007070775605950763,0.004941781593740713
-2.2653061224489797,-2.2653061224489797,0.0009401332900621197,0.006005313715380404
-2.142857142857143,-2.2653061224489797,0.001231402706039525,0.00715328584749664
-2.020408163265306,-2.2653061224489797,0.0015889091717350727,0.00835205197178726
-1.8979591836734695,-2.2653061224489797,0.002019697538780819,0.009558693238858485
-1.7755102040816326,-2.2653061224489797,0.0025290760944138625,0.010723130427608469
-1.653061224489796,-2.2653061224489797,0.003119792809530349,0.011791318774854192
-1.5306122448979593,-2.2653061224489797,0.0037912105569270927,0.012709278619702745
-1.4081632653061225,-2.2653061224489797,0.004538562842807234,0.013427561454631002
-1.2857142857142858,-2.2653061224489797,0.00535238195000764,0.01390564457586741
-1.163265306122449,-2.2653061224489797,0.006218192142400355,0.014115713294126513
-1.0408163265306123,-2.2653061224489797,0.007116549488707997,0.014045340129269694
-0.9183673469387754,-2.2653061224489797,0.00802348612538598,0.013698702080525373
-0.795918367346939,-2.2653061224489797,0.008911381452427357,0.013096170141982923
-0.6734693877551021,-2.2653061224489797,0.009750238929007785,0.012272327167505023
-0.5510204081632653,-2.2653061224489797,0.010509299724955002,0.011272682329034618
-0.4285714285714288,-2.2653061224489797,0.01115887966727028,0.010149516182842388
-0.30612244897959195,-2.2653061224489797,0.011672280251180552,0.008957382918005352
-0.18367346938775508,-2.2653061224489797,0.01202760382303611,0.007748803859789529
-0.06122448979591866,-2.2653061224489797,0.01220930150019509,0.0065706135329508435
0.06122448979591821,-2.2653061224489797,0.01220930150019509,0.005461285837344883
0.18367346938775508,-2.2653061224489797,0.01202760382303611,0.004449401730106178
0.30612244897959195,-2.2653061224489797,0.011672280251180552,0.003553252408336595
0.4285714285714284,-2.2653061224489797,0.01115887966727028,0.0027814305904918174
0.5510204081632653,-2.2653061224489797,0.010509299724955002,0.002134165634781751
0.6734693877551021,-2.2653061224489797,0.009750238929007785,0.0016051134949679475
0.7959183673469385,-2.2653061224489797,0.008911381452427364,0.0011833169833797444
0.9183673469387754,-2.2653061224489797,0.00802348612538598,0.0008550946265243228
1.0408163265306118,-2.2653061224489797,0.007116549488708003,0.0006056824429814874
1.1632653061224492,-2.2653061224489797,0.006218192142400355,0.0004205266470117605
1.2857142857142856,-2.2653061224489797,0.00535238195000764,0.0002861935119089323
1.408163265306122,-2.2653061224489797,0.0045385628428072375,0.00019091663690974178
1.5306122448979593,-2.2653061224489797,0.0037912105569270927,0.00012483762418992337
1.6530612244897958,-2.2653061224489797,0.0031197928095303517,8.001380848353036e-05
1.7755102040816322,-2.2653061224489797,0.0025290760944138625,5.0269216669971274e-05
1.8979591836734695,-2.2653061224489797,0.002019697538780819,3.0956868417337024e-05
2.020408163265306,-2.2653061224489797,0.0015889091717350727,1.868657260300367e-05
2.1428571428571423,-2.2653061224489797,0.001231402706039526,1.105655961571587e-05
2.2653061224489797,-2.2653061224489797,0.0009401332900621197,6.412510647800091e-06
2.387755102040816,-2.2653061224489797,0.0007070775605950763,3.6454732396640523e-06
2.5102040816326525,-2.2653061224489797,0.000523881394134912,2.0314094004165377e-06
2.63265306122449,-2.2653061224489797,0.0003823729751362954,1.109580278579904e-06
2.7551020408163263,-2.2653061224489797,0.00027493479204074295,5.940701461770667e-07
2.8775510204081627,-2.2653061224489797,0.0001947423961494248,3.1177009515009495e-07
3.0,-2.2653061224489797,0.00013588753258886934,1.603795204991953e-07
-3.0,-2.142857142857143,0.00017798782057373114,0.0015499288779999097
-2.877551020408163,-2.142857142857143,0.0002550769301905881,0.0021024051824326834
-2.7551020408163267,-2.142857142857143,0.0003601143055800248,0.002795366748084376
-2.63265306122449,-2.142857142857143,0.0005008386802983077,0.0036431654872751376
-2.510204081632653,-2.142857142857143,0.0006861888342863202,0.004654110940564644
-2.387755102040816,-2.142857142857143,0.0009261423148190734,0.005827902690636206
-2.2653061224489797,-2.142857142857143,0.001231402706039525,0.007153285847496653
-2.142857142857143,-2.142857142857143,0.0016129123821806914,0.00860630228749901
-2.020408163265306,-2.142857142857143,0.002081180481967941,0.010149516182842388
-1.8979591836734695,-2.142857142857143,0.002645434472883877,0.011732533759691865
-1.7755102040816326,-2.142857142857143,0.0033126272405855565,0.01329401035433842
-1.653061224489796,-2.142857142857143,0.004086358124478796,0.01476515263423972
-1.5306122448979593,-2.142857142857143,0.004965792604426509,0.01607450458697142
-1.4081632653061225,-2.142857142857143,0.00594468744511109,0.017153588243350285
-1.2857142857142858,-2.142857142857143,0.0070106416682266595,0.01794279490951077
-1.163265306122449,-2.142857142857143,0.008144694706342716,0.01839682737038853
-1.0408163265306123,-2.142857142857143,0.009321378564820508,0.018489003348575127
-0.9183673469387754,-2.142857142857143,0.010509299724955002,0.01821385173884815
-0.795918367346939,-2.142857142857143,0.011672280251180552,0.017587650267816928
-0.6734693877551021,-2.142857142857143,0.012771030159902934,0.016646831092512575
